,Food,Fuelwood,Fodder,Coal,Oil,Gas,Electricity,Nuclear,Biofuels,Total
1917,24.216,30.267,19.324,360.539,4.156,0.006,0.615,,,439.123
1918,24.631,30.364,19.491,339.777,5.853,0.006,0.75,,,420.872
1919,24.924,29.92,19.24,314.554,4.065,0.007,0.726,,,393.437
1920,25.085,29.595,18.857,341.806,5.205,0.006,0.772,,,421.327
1921,25.04,28.111,17.13,301.161,6.24,0.006,0.802,,,378.491
1922,25.036,28.062,17.326,360.607,6.61,0.005,0.856,,,438.501
1923,25.624,28.295,17.428,344.109,7.844,0.006,1.335,,,424.641
1924,25.682,28.329,17.653,399.312,9.42,0.005,1.457,,,481.86
1925,25.818,29.578,17.786,389.743,11.865,0.006,1.934,,,476.729
1926,26.512,27.809,17.753,319.534,13.878,0.005,2.241,,,407.731
1927,26.658,27.147,18.26,406.769,15.405,0.005,2.357,,,496.6
1928,26.543,26.842,17.52,408.147,17.246,0.005,2.606,,,498.908
1929,26.922,27.004,17.569,438.342,18.36,0.006,3.328,,,531.529
1930,27.007,26.215,17.483,408.356,21.34,0.007,3.455,,,503.862
1931,26.856,25.822,17.626,366.852,21.172,0.01,3.405,,,461.744
1932,27.003,25.211,17.617,335.873,21.232,0.011,3.429,,,430.376
1933,27.254,25.055,17.666,340.182,23.723,0.012,3.755,,,437.648
1934,27.017,25.022,17.025,365.281,25.944,0.013,4.073,,,464.376
1935,27.103,24.996,17.423,361.234,27.988,0.011,4.871,,,463.626
1936,27.321,24.562,17.365,377.436,30.8,0.012,5.093,,,482.589
1937,27.476,25.014,17.144,411.811,28.144,0.014,6.046,,,515.649
1938,27.721,25.039,16.71,407.615,29.745,0.016,6.142,,,512.987
1939,27.359,28.347,16.529,416.188,29.433,0.018,6.892,,,524.765
1940,27.772,29.672,17.194,410.772,23.431,0.025,6.854,,,515.72
1941,27.248,32.538,17.165,399.679,18.371,0.034,7.176,,,502.211
1942,26.846,36.725,17.048,404.433,15.145,0.044,7.414,,,507.655
1943,26.179,34.339,16.538,395.042,19.996,0.087,7.793,,,499.973
1944,25.421,31.401,16.035,340.791,24.948,0.099,6.889,,,445.585
1945,24.722,35.374,15.483,253.503,22.469,0.182,6.869,,,358.602
1946,24.573,28.07,14.354,306.931,30.3,0.285,7.223,,,411.736
1947,25.948,28.921,14.366,342.262,36.487,0.365,8.506,,,456.856
1948,27.165,27.885,15.044,361.254,48.053,0.61,9.346,,,489.358
1949,27.783,27.2,15.214,385.516,49.53,0.475,9.116,,,514.835
1950,28.391,27.203,15.105,388.921,55.1,1.288,9.961,,,525.97
1951,29.513,27.126,14.675,425.348,70.561,1.587,12.577,,,581.388
1952,30.036,27.16,14.752,437.615,73.657,1.954,13.469,,,598.643
1953,29.703,27.03,14.57,421.83,79.227,2.961,13.452,,,588.774
1954,30.282,27.115,14.536,427.798,95.969,3.692,14.808,,,614.201
1955,30.678,27.309,13.937,443.404,110.378,4.513,15.656,,,645.875
1956,31.123,27.241,13.409,463.51,119.947,5.505,16.213,0.031,,676.979
1957,31.633,27.491,13.266,472.985,130.706,6.319,17.154,0.123,,699.678
1958,32.283,27.361,12.811,456.56,143.522,6.784,18.738,0.094,,698.153
1959,33.164,27.091,12.528,431.74,163.995,8.764,19.945,0.383,,697.608
1960,33.991,27.53,12.042,415.931,184.793,10.656,23.004,0.69,,708.638
1961,35.362,28.167,11.564,412.05,206.571,12.218,23.297,0.821,,730.049
1962,36.227,27.801,11.026,426.901,240.206,13.505,23.581,1.22,,780.466
1963,36.659,28.135,10.62,431.803,274.815,14.195,25.936,2.05,,824.211
1964,37.088,28.706,10.095,427.204,316.152,15.602,25.274,3.223,,863.346
1965,37.682,28.923,9.561,408.909,355.322,17.2,27.94,5.672,,891.209
1966,38.112,28.943,9.045,383.939,391.163,20.127,30.36,7.495,,909.184
1967,38.65,29.316,8.372,374.351,423.105,25.51,30.374,8.903,,938.581
1968,39.156,29.559,7.894,369.898,467.022,36.038,31.594,9.88,,991.041
1969,39.448,29.902,7.462,362.548,515.964,49.389,30.879,12.299,,"1,047.89"
1970,40.409,30.64,6.958,343.554,583.09,63.59,32.617,13.006,,"1,113.86"
1971,40.713,30.078,6.126,333.408,608.583,83.592,32.913,15.006,,"1,150.42"
1972,40.943,30.804,5.618,306.372,652.742,107.346,33.498,19.331,,"1,196.66"
1973,41.749,30.833,5.354,310.512,698.13,124.713,34.337,21.23,,"1,266.86"
1974,41.521,31.172,4.783,298.443,655.36,143.403,36.533,24.271,,"1,235.49"
1975,41.223,30.625,4.374,294.361,617.474,152.762,37.253,32.347,,"1,210.42"
1976,41.84,30.277,4.112,303.662,661.209,164.995,34.068,37.397,,"1,277.56"
1977,41.864,30.54,3.768,297.103,645.517,168.324,41.048,44.548,,"1,272.71"
1978,42.654,31.528,3.439,300.247,669.093,174.211,40.982,50.081,,"1,312.24"
1979,43.337,32.641,3.167,312.743,678.812,185.264,43.028,55.46,,"1,354.45"
1980,43.501,32.95,3.007,330.092,646.026,183.716,41.413,65.225,,"1,345.93"
1981,43.351,33.191,2.902,321.555,596.969,179.363,42.154,87.902,,"1,307.39"
1982,43.643,33.5,2.693,324.35,563.545,173.038,41.718,95.93,,"1,278.42"
1983,43.734,34.745,2.643,316.224,550.104,180.58,43.645,112.376,,"1,284.05"
1984,44.024,35.5,2.483,285.712,550.292,189.278,43.682,142.646,,"1,293.62"
1985,44.533,35.932,2.24,325.3,540.898,197.501,43.668,171.277,,"1,361.35"
1986,44.771,35.743,2.146,320.895,565.501,201.84,42.636,184.915,,"1,398.45"
1987,45.218,34.866,1.963,316.907,553.98,213.396,45.99,188.972,,"1,401.29"
1988,45.763,36.949,1.987,313.319,560.998,209.305,48.451,202.019,,"1,418.79"
1989,45.926,37.625,1.586,306.302,559.975,215.969,43.002,213.896,,"1,424.28"
1990,45.922,38.499,1.57,299.504,570.361,223.74,46.022,213.08,0.006,"1,438.71"
1991,46.671,39.654,1.53,287.759,584.017,242.124,46.248,220.779,0.007,"1,468.79"
1992,47.119,41.199,1.513,265.921,594.221,240.226,49.365,224.524,0.018,"1,464.11"
1993,46.399,41.543,1.495,245.889,587.992,254.3,51.274,234.359,0.045,"1,463.30"
1994,46.488,41.75,1.486,242.6,590.832,255.061,52.177,233.976,0.125,"1,464.50"
1995,46.744,42.352,1.227,237.815,596.271,275.543,53.181,239.38,0.192,"1,492.71"
1996,47.49,43.27,1.227,233.05,608.228,305.867,50.971,251.275,0.284,"1,541.66"
1997,47.366,42.208,1.215,223.965,609.749,304.641,55.487,253.854,0.386,"1,538.87"
1998,48.369,42.305,1.199,219.868,620.003,317.326,59.619,252.022,0.353,"1,561.07"
1999,48.701,42.653,1.184,208.918,615.922,331.514,62.362,255.844,0.393,"1,567.49"
2000,48.809,42.98,1.065,219.003,608.167,341.143,69.943,255.277,0.594,"1,586.98"
2001,49.307,40.163,1.074,220.685,623.558,353.062,72.385,259.574,0.689,"1,620.50"
2002,49.776,41.384,0.864,218.881,616.365,355.215,72.364,264.144,0.923,"1,619.92"
2003,49.403,42.83,0.862,225.694,622.021,372.38,75.12,265.391,1.155,"1,654.86"
2004,49.731,45.02,0.862,224.888,624.743,382.901,85.133,266.731,1.646,"1,681.66"
2005,49.891,46.692,0.856,216.59,621.473,391.766,92.351,265.082,2.84,"1,687.54"
2006,50.138,46.326,0.624,219.845,622.006,384.099,98.893,264.023,4.455,"1,690.41"
2007,50.323,47.399,0.597,220.869,600.198,381.408,111.751,249.181,6.181,"1,667.91"
2008,50.791,47.975,0.598,201.422,595.469,388.907,122.772,247.683,7.922,"1,663.54"
2009,51.328,52.766,0.592,175.756,561.292,371.241,130.018,235.48,9.226,"1,587.70"
2010,51.44,48.716,0.589,180.557,559.322,395.906,145.294,244.357,10.646,"1,636.83"
2011,51.318,53.456,0.588,186.387,537.659,353.77,160.212,240.872,11.089,"1,595.35"
2012,51.607,53.435,0.582,199.734,523.784,344.492,185.339,233.297,11.802,"1,604.07"
2013,51.879,50.464,0.565,194.133,516.447,339.513,204.053,229.724,10.703,"1,597.48"
2014,51.698,50.417,0.554,179.606,503.57,300.614,215.567,229.855,11.589,"1,543.47"
2015,52.321,49.857,0.558,173.595,505.008,315.695,241.912,218.996,11.685,"1,569.63"
2016,52.583,49.839,0.555,152.589,509.486,339.344,243.99,212.663,12.022,"1,573.07"
2017,52.854,50.292,0.546,146.915,515.062,349.256,264.868,206.308,12.698,"1,598.80"
2018,53.11,50.399,0,136.685,511.718,343.662,278.953,205.153,13.376,"1,593.06"
2019,53.042,50.563,0,102.761,505.227,352.776,296.302,202.677,13.564,"1,576.91"
2020,53.172,50.711,0,79.724,431.869,336.944,320.43,178.818,14.056,"1,465.72"
